epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
80,6311.85,1.44538,0.96652,0.88868,0.44043,0.34123,0.34297,0.19699,1.41525,0.98545,0.8896,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,6382.74,1.44284,0.9658,0.88741,0.43812,0.34297,0.34287,0.19821,1.4118,0.98636,0.88884,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,6456.47,1.44537,0.96369,0.88591,0.44127,0.34457,0.34292,0.19698,1.41334,0.98825,0.88866,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,6550.68,1.44183,0.95976,0.88642,0.43857,0.34887,0.34507,0.1978,1.41445,0.98689,0.88916,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,6635.93,1.44328,0.96373,0.88643,0.43724,0.34975,0.34412,0.19778,1.41197,0.98611,0.88899,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,6711.59,1.44644,0.96143,0.88675,0.43214,0.34962,0.34254,0.19702,1.41209,0.98787,0.889,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,6799.34,1.44076,0.95789,0.88614,0.43593,0.34909,0.3425,0.19683,1.41183,0.98644,0.88882,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,6874.69,1.44391,0.95543,0.88509,0.43604,0.35085,0.34396,0.19746,1.41165,0.98471,0.8887,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,6944.46,1.43093,0.95004,0.88486,0.43754,0.35231,0.34407,0.19747,1.41219,0.98553,0.88889,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,7017.45,1.44268,0.95395,0.88409,0.444,0.34731,0.34529,0.19844,1.4112,0.98298,0.88878,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,7089.2,1.42851,0.95197,0.88627,0.44808,0.34696,0.34457,0.19792,1.41,0.98297,0.88861,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,7236.17,1.38843,0.92075,0.88851,0.44409,0.3472,0.3443,0.19751,1.41426,0.98565,0.88919,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,7316.09,1.38,0.90943,0.8861,0.44359,0.34609,0.34364,0.19718,1.41493,0.98521,0.88921,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,7396.04,1.3698,0.89898,0.88303,0.43707,0.3481,0.34396,0.19773,1.41558,0.98439,0.88935,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,7470.23,1.37308,0.90075,0.88422,0.43933,0.34851,0.34438,0.1979,1.41562,0.9843,0.88913,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,7538.69,1.36294,0.891,0.88243,0.44244,0.34544,0.34477,0.19767,1.41477,0.98348,0.88899,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,7607.51,1.367,0.89377,0.88183,0.43962,0.34858,0.34477,0.19722,1.41597,0.98471,0.88906,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,7673.46,1.36356,0.89124,0.88278,0.44708,0.34321,0.34485,0.19747,1.41604,0.98496,0.88902,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,7738.57,1.3568,0.88323,0.88078,0.44455,0.34577,0.34422,0.19743,1.41527,0.98449,0.8892,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,7803.57,1.36169,0.88604,0.88168,0.4489,0.34374,0.34443,0.19751,1.41555,0.98419,0.88937,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
